Name of Author,Title of Research Paper,Name of Journal,Year,Category of Journal/ IF,Volume#,Page#,source,Dept
Prof Dr Hafiz Abdul Ghani Shaikh,Hub-un-Nabi (saws) fee Sher Iqbal,The Islamic Culture Bi Annual Research Refereed Journal Shaikh Zayed Islamic Center University of Karachi ISSN: 1813-775  (Arabic Section),2014,Z,Vol: (xxx),PP: 3-11,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,An Analysis of the Trend of Muslims to communicate their faith tradition to their children in Pakistan,"Irjah International Research Journal of Arts and Humanities University of Sindh, Jamshoro. ISSN: 1016- 9342",2014,Z,Vol: 42 ,PP: 99-110,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,Shah Abdul Latif Poetry Reflects the Quranic verses of Islamic Traditions,"Irjah International Research Journal of Arts and Humanities University of Sindh, Pakistan ISSN: 1016- 9342.",2014,Z,Vol: 42,PP: 199-210,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,Sahabiyat ki sher say dilchaspi oor Rasaee Shaeri,Tahqiq Bi-Annual Research JournalISSN: 2071-467 ,2014,Z,vol: 28,PP: 166-175,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,Al- Shaikh Abdul Qadir Al-Jail wa Makanatuhu- Al- Elmiyah,"The Islamic Culture Research Journal Shaikh Zayed Islamic Center, Karachi University.ISSN: 1813-775",2014,z,,Accepted & Written in Arabic,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,Al- Huroof- Ul- Muqattiaat Maaniha wa Asraruha,"The Islamic Culture Research Journal Shaikh Zayed Islamic Center, Karachi University.ISSN: 1813-775 ",2014,Z,,Accepted & Written in Arabic,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,Hayat-ul- Mutanabbi wa Sheruhu Fil- Madeeh,"The Islamic Culture Research Journal Shaikh Zayed Islamic Center, Karachi University.ISSN: 1813-775",2014,z,,Accepted & Written in Arabic,,Languages
Prof Dr Hafiz Abdul Ghani Shaikh,Quran men Shaqq ul Qamar ji Haqiqat aen un jy asarat jo Tahqiqi Jaezo,"Peace, Department of Islamic Culture, University of sindh Jamshoro",2014,Z,,Accepted for Publication,,Languages
Prof Dr Hakim Ali Kanasro,Human Resources Development: A state of Technical and Vocational School Education,Grassroots,2014,Y,Vol: 48 No. II,227-236,,Commerce
Prof Dr Hakim Ali Kanasro,Bureaucracy Pill or Panacea: A Critical Analysis of the Role of Bureaucracy in Pakistan,Grassroots,2014,Y,Vol: III No. 3,45-52,,Commerce
Dr Jawed Ahmed Chandio,Employees Job Satisfaction,International Journal of Management Sciences and Business Research,2014,,Vol: 3 issue 2,16-24,,Commerce
Dr Jawed Ahmed Chandio,Modelling the Relationship of unclear career development with job dissatisfaction,IRJAH,2014,,,,,Commerce
Dr Jawed Ahmed Chandio,Using group work with large University Class,IRJAH,2014,,,,,Commerce
"Jhatial, AA, Conelius, N & Wallace, J",Rhetorics and realities of management practices in Pakistan,Business History,2014,0.27,"56, issue 3",456-484,,Commerce
"Jamali, NM, Jhatial, AA, & Chang, R",Women Enterpreneurship and Empowerment,Grassroots,2014,Y,"48, No. II",1-14,,Commerce
"Khokhar, SA, Bughio, FA, & Jhantial, AA",Critical discourse Analysis of Zulfiqar Ali Bhutto's Address at the UN Security Council,Grassroots,2014,Y,"48, No. II",255-272,,Commerce
AA Pirzado,The electrical property of large few layer graphene flakes,Current Microwave Chemistry,2014,,"Vol: 2, 1-6 (2015)",,,Laar Campus
AA Pirzado,Macronization (Densification) of graphene via vibratory compaction,Manufacturing letters,2014,,submitted,,,Laar Campus
AA Pirzado,Electrical Transport in few layer graphene,The journal of Physical Chemistry C,2014,,2(118),873-880,,Laar Campus
Muhammad Tufail chandio,The advent of british educational system,IRJAH,2014,,42 (42),73-98,,Laar Campus
Muhammad Tufail chandio,The presentation of the colonized land in: A passage to India and twilight in delhi,IRJAH,2014,,42 (42),221-222,,Laar Campus
Muhammad Tufail chandio,Creative writing padagogy: creating an integral instructional approach,IRJAH,2014,,42 (42),111-132,,Laar Campus
Muhammad Tufail chandio,Poetry of Moulvi Ahmed Mallah,Sidhi Boli Research Journal,2014,,vol:7 ser II & III,132-144,,Laar Campus
Khalil U Rehman Bhatti,Faceted and overall job satisfaction among University Teachers,Pakistan Global Managemen Journal for Academic & corporate studies,2014,,vol: 4 No. 4,,,Laar Campus
Tayyaba Makhdoom,Students' attitude towards business studies,The Sindh University Journal of Education,2014,,2014 vol: 43,,,Laar Campus
Abdul Qadir Patoli,Impact on Inflation on Texas,Journal of Management of Social Sciences,2014,,"vol: 8, issue 2",,,Laar Campus
Abdul Qadir Patoli,Analysis of environment conducive for Islamic Banking in Sindh,Journal of Management of Social Sciences,2014,,"vol: 8, issue 1",,,Laar Campus
"Abdullah Dayo, Muhammad Ali Ghoto, Naheed Memon, ",Penetration enhancing effect of Eucalyptus Oil towards various drugs with different solubility of water,Jokull Journal,2014,1.604,"vol: 64, No. 2",54-8,,Pharmacy
"Naheed Memon, Muhammad Ali Ghoto, Abdullah Dayo",Study on drug-drug interaction in prescription of hypertensive patients,Jokull Journal,2014,1.604,"vol: 64, No. 5",230-40,,Pharmacy
"Mudassar Iqbal Arain, Muhammad Ali Ghoto, Abdullah Dayo",Prevalence of self medication in the urban settings of Hyderabad,"International journal of biology, pharmacy and allied sciences",2014,0.812,3(12),2744-2752,,Pharmacy
"Abdul Malik Ahmed, Abdullah Dayo, Muhammad Ali Ghoto",in-vitro study of stability and quantity of some clinically and non-clinically used cortisons,"International journal of biology, pharmacy and allied sciences",2014,0.812,3(12),2720-2733,,Pharmacy
"Humera Sarwar, Abdullah Dayo, Muhammad Ali Ghoto",Adherence with prescribed medications among diabetes mellitus,Int. J. Pharm. Sci. Rev. Res.,2014,1.704,24(1),246-252,,Pharmacy
"Fahad Jibran Siyal, Abdullah Dayo, Jawaid Akbar Siyal",Prescription trend of challenging problems in cardiac patients,Int. J. Pharm. Sci. Rev. Res.,2014,1.704,24(1),263-267,,Pharmacy
"Ghoto, MA, Imran Suheriyani, A Dayo",Prescibing trend of of private consultant in Hyd,Int. J. of Adv. Res.,2014,1.659,2(3),956-962,,Pharmacy
"Abbas Ali Ghoto, Ghulam Hyder Talpur, Sumera Dero, Muhammad Ali Ghoto",Measuring the independence of homogeneity of problems faced by women councilors,Int. J. of Adv. Res.,2014,1.659,2(3),723-730,,
"U R Mughal, M L Maheshwari, Muhammad Ali Ghoto",Comparative study of tuberclosis regimen,World J. of Pharmacy and Pharmaceutical science,2014,1.0408,3(3),12-23,,
"Muhammad Imran Shaikh, Muhammad Ali Ghoto, Abdullah Dayo",Comparative effects of Vitamin E and its combination with vitamin C,World J. of Pharmacy and Pharmaceutical science,2014,1.0408,3(4),1418-1428,,
Dr Ahmed Ali Brohi,"Gender  DifferentialTreatment  ln Social  Development in pakistan,  with special  Focus  on Health And Income/Work:",A Sociological Study Baluchistan Study Center,2013,,XXVIII No. 1,,NA,
"Muhammad Ali Ghoto*, Abdullah  Dayo,Muhammad Akram', lmran Surehyani and Abbas Ali",prescription writing trends in areas of Hyderabad Pakistan,African Journal of Pharmacy and Pharmacology,2013,,7(17),1009-1014,http://www.academicjournals.org/ajpp/,
Dr Bashir Ahmed Rind,Viyaj khan bachanr lai hik ,Al-Farooq,2013,, No. 2 V,,NA,
Dr Bashir Ahmed Rind,Islam ke karobari Akhlaqui iqdar Res. Jour Al-Qalam,Al-Qalam,2013,Y,"VOL 18, issue 1",,NA,
"IRFAN ALI MEMON*, MUHAMMAD SIDDIQUE KALHORO**, AND ANNETTE PAYNE*** * Assistant Professor, Institute of Physics, University of Sindh, Jamshoro * Professor, Institute of Physics, University of Sindh, Jamshoro *** Lecturer, Information systems and computing, Brunel University, West London UK Mehran University Research Journal of Engineering & Technology, ",Wavelet Coherence,Analysis of Change Blindness,2013,,"vol 32, No. 1",,NA,
"Laghari, A, Jan, M O, Khan, M  A, Agheem, M H, Sahito, A G,  Anjum, S","Petrography and major element chemistry of mafic dykes in the Nagar parkar igneous Complex,  Tharparkar, Sindh. Jr. Himalayan",Earth Sciences,2013,, 46(1);, 1-11.,NA,
"Kalsoom Shaikh, Ghulam Sarwar Gachal, Saima Memon, Rafi u Zaman Brohi and Muhmmad Yusuf Shaikh","Distinct Morphology, Population Status and Environmental Ecology of Bufo stomaticus (Anura: Bufonidae) in Sindh, Pakistan ",Flora and Fauna,2013,,19,323-329,http://www.fauna-flora.org/,
" Amanullah Mahar, Imran Ahmad, Humaira wasila, Ali N Siyal, Saeed Akhtar Abro, Riffat N Malik, Waris Ali Gabol, Siraj A Channa, Syed Noor Muhammad Shah and Muhammad Ali Khan",Concentrations of Road Transport-Related Air Pollutants and Its Health Implications of Hyderabad City,Global Journal of Biodiversity Science and Management,-2013,,3(2),"269-275   ,  ",http://findresearcher.sdu.dk:8080/portal/en/journals/global-journal-of-biodiversity-science-and-management%2865ecf5c7-3450-4b29-a3e4-02c8f48a4300%29.html,
Dr Saima Shaikh,"Gender  & Higher  Education:  A case study of pakistanisociety,, ",Government Res. J. of Political Sci University of Sindh,2013,,vol 2 DEC,,NA,
Dr Ashiq Ali Jhatial Dr Noor M Jamali Dr Javed A Chandio Ashfaq Ali Banbhan,PSYCHOLOGICAL CONTRACT:  MEASURING  THE IMPACT OF EMPLOYERS' INDUCEMENTS  EXPECTATIONS  ON EMPLOYEES'  WORK-LIFE  BALANCE AND LOYALTY ,Grassroots,2013,Z,XLVII No. 1,,NA,
Dr Rizwana Chang Dr Noor Muhammad  Jamali Fiza Qureslti,"EFFECTS AND CONSEQUENCES  OF YOUTUBE APPLICATION  IN STUDENTS OF MEHRAN UNIVBRSITY OFENGINEERING & TECHNOLOGY, JAMSHORO  SINDH  ",Grassroots,2013,Z,XLVII,,NA,
Dr Saima Shaikh,"social Assessment of Female Education  una it, r-pact on poverty Alleviation  in Badin District of Sindh, pakistan",Grassroots,2013,Z,vol XLVII No. II July-DEC,83-100,NA,
Gopang Najma,Crime and Poverty in Urban Areas of Pakistan: cause and effect Relationship  ,Grassroots,2013,Z,XLVII No. 1,,NA,
Pakistan Study centre University of Sindh Jamshoro     ,"Kidney Selling, a Pakistani Perspective,",Grassroots,2013,Z," Volume No. XLVl,",,NA,
"Pakistan Study Center University of Sindh, Jamshoro     ",Analysis of the activities of fake spiritual idea in Pakistan,Grassroots, January- June 2013.,Z,"Vol. XLVII, No.1",,NA,
"Anwar Ali Shah G Syeda, Faiz Muhammad Shaikhb ",Effects of Macroeconomic Variables on Gross Domestic Product (GDP) in Pakistan ,ICOAE,2013,,5, 703–711,NA,
"ARAIN MI , GHOTO  MA, DAYO  AI, SIYAL, FJ, MEMON  N, AHMED S, IRFANR' AND QURESH A'","A CASE STUDY ON PHARMACOVIGILANCE  AND PRESCRIBING TREND OF ANTTIHYPER'TENSIVE THERAPY  IN GOVERNMENT HOSPITAI, OF HYDERABAD, PAKISTAN ",IJBPAS,2013,,,,http://www.sjifactor.inno-space.net/passport.php?id=2517,
"RAJpUT SA, GHOTO  MA, DAYO  A, GHAFFAR  ,  ARAIN M, QURI1SHI A",DRUG INDUCED  MYALGIA  IN POST MYOCARDIAL ARCTION  PATIENTS ON ATORVASTATATIN THERAPY  CARE HOSPITAL OF HYDERABAD PAKISTAN 2277-4998 ,IJBPAS,2013,,2(11),2065-2071,http://www.sjifactor.inno-space.net/passport.php?id=2517,
" Aftab A K, Sherazi, STH, Rubina, S, Razia, S, Ambrat, Arfa, Y ",Consequence of Fatty Acids Profile Including trans Fat in Chocolate and Pastry Samples,International Food Research Journal ,2013,,133)  , 601-605,http://www.ifrj.upm.edu.my/,
"Shaista Khan, Allah Bux Ghanghro, A NMemon, Ibtessam Tahir, Afsheen Mushtaque Shah , Mumtaz Ali Sahito, Farah N Talpur, S Qureshi","Quantitative Analysis of Wheat Proteins in Different Varieties Grown In Sindh, Pakistan",International Journal of Agriculture and Crop Sciences,2013,,16-May,,NA,
" Shaista Khan  AB Ghanehro,  AN Memon lbtessam Tahir, AM Shah,  MA Sahito, Farah  talpur and Summera Qu res hi","Quantitative Analysis  of Wheat Proteins  in Different Vorities Grown in Sindh,  Pokiston.",International journal of Agriculture and Crop Sciences,(2013).,," 5-L6,", L836  -  1839 ,NA,
,Demerits of exchange marriages in Sindh,IRJAH,2013,Z,VOL: 41 ,,NA,
,Hrm in selected public and private Hospitals of Karachi and Hyderabad,IRJAH,2013,Z,VOL: 41,,NA,
"Arfana Mallah, Saima Memon, Amber R Solangi, Abdullah Khan,  Muhammad Y Khuhawar, M I Bhanger,”  ","Separation and Determination of Chromium (III), Chromium (VI), Gold (III) and Arsenic (V) by Capillary Zone Electrophoresis using 2-Acetylpyridine-4-phenylthiosemicarbazone as Complexing Reagent",JCSP,2013,,2013 (in press),,NA,
Ms Ishrat Afshan  Abbasi (Assistant  Professor),Heavy Metal Analysis in Groundwater in the Vicinity of Distillery Spent Wash Evaporation Ponds,"Joumal of Far East and South East Asia, University of  Sindh, Jamshoro",2013,,31,,NA,
Dr Syed Iftikhar Hussain Jafri,Education as gender equalizer: overcoming youth enemployment in Pakistan,Journal of Education and Practice,2013,,vol 4 no. 27,28-34,NA,
Dr Syed Iftikhar Hussain Jafri,English background as the predictors for students' speaking skills in Pakistan ,Journal of Education and Practice,2013,,vol 4 No. 20,30-35,NA,
"Sarfaraz Ahmed Mahesar, Aftab Ahmed Kandhro, Abdul Rauf Khaskheli, Mohammad Younis Talpur and Syed Tufail Hussain Sherazi,",SB-ATR FTIR spectroscopic monitoring of free fatty acids in Nigella sativa (Kalonji) oil,journal of spectroscopy,2013,,,,NA,
"MA Lashari, AA Soomro",Subject-Verb Agreement in Sindhi and English: A Comparative Study  - Language in India,languageinindia.com,2013,,6/1/2013 13:06,,NA,
"MA Lashari, IB Gopang",Insights into Subject-Verb Agreement in the Syntax of Sindhi and English Languages: A Critical and Comparative Analysis,languageinindia.com,2013,,,,NA,
,Contribution  of textile industry in Pakistan  Economy,lnternational  Association  of Academics  and Researchers. Malaysia:     ,"June 08,2013",,,,NA,
"Sumera  Qureshi, Sikandar  Ali Memon,  Allah Bux Ghanehro,  Moina  Akhtar  Mughal & Shaista Ali Khan",Electrophoretic  Analysis of Serum  Proteins  in workers Exposed  to Organic  Acid  Anhydrides (OAAs),lnternational Journal of  Multidisplinary  Sciences & Engineering.www.iimse.ore    ,2013,,"vol 4, No. 5",,NA,
Siddiqui IA' S  Soomro and M Hassan Agheem,"Comparative  Chemical and Minerat charact-erization  of Paleocene  coat of sonda coatfield,  sindh-Pakistan",Mehran  tJniversity Research Journalof Engineering & Technotogy,2013,Y,vol 32 No. 4,,NA,
Dr Ahmed Ali Brohi,Gender Differential  Treatment  ln social  Development: A sociological study in Rural Sindh,New Horizon,2013,,7 No. 2,,NA,
", Green Wich University Karachi     ",mpact of flood an psychological healed of skilled woman in Pakistan: A case study of Dadu District in Sindh.,New Horizon,2013,,Vol: 7,,NA,
Dr Bashir Ahmed Rind,Tasawuf Quran o Sunnat ki Roshni me ,Oriental College Magazine,2013,HEC approved in ‘Z’     ," vol 88, no. 4,",,NA,
"Laghari, A","An appraisal of Uranium source  potential of Granite, associated felsic rocks.Kaolin and Calcretes  of Nagar Parkar  area, Tharparkar,",Pakistan Journal  of Himalayan Earth sciences,2013,Y,46(1),31-39,NA,
"N H Kalwar, Sirajuddin,  T H Sherazi, Z A Tagar, A R Khaskheli, S S Hassan,Y Junejo",Reduction of hexavalent chromium using L-Cysteine capped nickel nanocatalysts,Pakistan Journal of Analytical and Environmental Chemistry,2013,Z,14,54-60,NA,
"Khalida Parveen Mahar, Kulsoom Ubedullah  Abbasi2, Muhammad Yar Khuhawar2, Gulam Murtaza Mastoi2, Abdul  Hameed Channer2, Shamroz Bano Sahito and Abdul Jabbar Kandhro","HPLC Determination of ?-keto Acids in Human Serum and Urine After Derivatization with 4-nitro-1,2-Phenylenediamine, ",Pakistan Journal of Analytical and Environmental Chemistry,2013,Z,14,58-64,NA,
"S Hara, Y Takemori, T Wata, M Yamaguchi, M Nakamura and Y Ohkura Anal","HPLC Determination of ?-keto Acids from Human Serum Using 2, 3-Diamino-2, 3-dimethylbutane as Derivatizing Reagent",Pakistan Journal of Analytical and Environmental Chemistry,2013,Z,,,NA,
"KP Mahar, MY Khuhawar, KU Abbasi, GQ Shar, R Azmat, JA Baig, ","HPLC Determination of ?-keto Acids from Human Serum Using 2,3-Diamino-2,3-dimethylbutane as Derivatizing Reagent",Pakistan Journal of Analytical and Environmental Chemistry,2013,Z,14(2),15-Aug,NA,
" Fatima Ismail, Farah N Talpur and AN Memon",Determination of Water Soluble Vitamin in Fruits and Vegetables Marketed in Sindh Pakistan.,Pakistan Journal of Nutrition,2013,Y,"12 (2),"," 197-199, ",NA,
GHAZAL KAZIM SYED,"How Appropriate Is It to Teach Citizenship through Main Curriculum Subjects? , Institute of English Language and Literature, University of Sindh, Jamshoro, ",Pakistan Pages,2013,,vol 12 No. 2,,NA,
Dr Ahmed Ali Brohi,Problems in Sociological and Social Sciences Research:  A case study Developing Countries with Special Focus  on Pakistan. 1810-035  Asia Pacific:,"Research Journal of far East & South  East Asia: Area Study Center: University  of Sindh,Jamshor",2013,,31,,NA,
"Ambreen Shah, M Y Khuhawar, H Khan, A A Shah","One Pot Synthesis and Characterization of Derived Polythioamide with 1, 2-Phenylenediamine :153-1158",Sindh University Research Journal (Sci. Ser.),2013,X,  45 (1),1158,www.surj.usindh.edu.pk/,
"BKSOLANGI++, R SULTANA*, V SUTHAR**, M SWAGAN* ","Field Evaluation of Bio-Pesticides Against Jassid, Amrasca Biguttula Biguttula (Ishida) in Okra Crop",Sindh University Research Journal (Sci. Ser.),2013,X,Vol. 45(2),311-316,www.surj.usindh.edu.pk/,
"F NMEMON++, Z U A KHUHRO, I A KOREJO, M U R MAREE ",RapidComputefor Research Community ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),137-140,www.surj.usindh.edu.pk/,
"FIQBAL++,Y Z JAFRI,G H TALPUR* ",Diagnostics for GARCH-Type ModelsunderSymmetric and Asymmetric Errors,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),529-533,www.surj.usindh.edu.pk/,
"H KHAN++,FNTALPUR*,ASHAH, ABALOUCH* ",Ultra Trace Spectrophotometric Determination of Chromium In Presence of Cationic Micellar Solution ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),141-148,www.surj.usindh.edu.pk/,
"H MEHDI++, SSOOMRO*, W RKHAN,A G MEMON**, AHAFEEZ* ",Error-RatePerformanceAnalysis of Wireless SensorNetworksover Fading Channels  ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),177-182,www.surj.usindh.edu.pk/,
"HABIBULLAH U ABBASI,**M R MAREE, **N A KANASRO, ***ABDUL SALAM SOOMRO,****SAFEEULLAH SOOMRO ","GIS-Based Identification of Vulnerability of Human being and physical infrastructure in Krabi, Thailand",Sindh University Research Journal (Sci. Ser.),2013,X,45(3),640-646,www.surj.usindh.edu.pk/,
"I A BROHI, S H SOLANGI, S A ABBASI, SA BABLANI, QD KHOKHAR, A GSAHITO,AU BROHI ","Joint analysis and Economic Significance of Lakhra formation in the Vicinity of Khanu Brohi, Jamshoro, Sindh",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),381-386,www.surj.usindh.edu.pk/,
"I A BUGHIO++, Q MM ABRO, M N TUNIO*, MY HAB** ",Virtual Learning Environment for MUISTD and its Analysis,Sindh University Research Journal (Sci. Ser.),2013,X,45(4),755-758,www.surj.usindh.edu.pk/,
"IA KOREJO++, ZUA KHUHRO, FAJOKHIO, N CHANNA*, HA NIZAMANi ",An Adaptive Crossover Operator for Genetic Algorithms to Solve the Optimization Problems,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),333-340,www.surj.usindh.edu.pk/,
"IAHALEPOTO++, WKUMAR, TDMEMON, IAISMAILI*  ",Quantifying the effect of Look up TableSize andCoefficients Complexity for Non-Linearity Compensation in PowerAmplifiers ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),447-452,www.surj.usindh.edu.pk/,
"IAKOREJO, Z UA KHUHRO++, F A JOKHIO*, F NMEMON, QURAT-UL-AIN NIZAMANI ",Genetic Algorithm Using anAdaptive Mutation Operator for Numerical Optimization Functions,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),41-48,www.surj.usindh.edu.pk/,
"G M WADHAR,NT NAREJO++*, G M MAHAR,B ADARS* ","age and growth study of Fresh water shark, Wallago attu (Bloch and Schneider) from Manchar Lake, District Jamshoro, Sindh, Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),411-416,www.surj.usindh.edu.pk/,
"M NAEEM++, A SALAM,N T NAREJO*,A ATAHIR ","Body composition of Edible portion of wild Bighead carp Aristichthys nobilisin relation to Body size and Condition factor from Indus River,Pakistan",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),353-356,www.surj.usindh.edu.pk/,
"M S CHANDIO++,M U JHATIALS F SHAH*  ",Finite Element Simulation of Newtonian Lid-Driven Cavity Flow,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),253-262,www.surj.usindh.edu.pk/,
"MDAWOOD++, SAHMED**, HKEERIO*, MSALEH**, AKEERIO* ",Low Cost Local Positioning System (LPS) –Design andDevelopment for vehicular tracking,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),439-446,www.surj.usindh.edu.pk/,
"NM SHAIKH++, AH NIZAMANI, AH MOGHAL,M ARIND ",Spectroscopic Studies of the Copper Plasma Produced by the Laser Ablation ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),399-404,www.surj.usindh.edu.pk/,
"NMSOOMRO,JAKHOKHAR++,MHSOOMRO ",Biodiversity and Biogeography of Praying Mantids in Sindh,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),297-300,www.surj.usindh.edu.pk/,
"WMACHAKZAI*,SSADDOZAI**,WABALOCH++, NMEMON*** ","Length-Weight Relationshipsand Condition Factor of Oreochromis mossambicus(Peters,1852) from Manchar Lake Distt. Jamshoro, Sindh, Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),201-206,www.surj.usindh.edu.pk/,
"M KHAN++R SULTANA++, B A BUGHIO*, A ALI** BKSOLANGI,S KUMAR ","Studies on the Population Dynamics of Sugarcane Stem Borer, Chilo infuscatellus (Lepidoptera: Pyralidae) and its Parasitoid Cotesia flavipes(Hymenoptera: Braconidae) in Sugarcane in Hyderabad Region of Sindh  Sindh",Sindh University Research Journal (Sci. Ser.),2013,X,45(3),542-545,www.surj.usindh.edu.pk/,
"Jatoi, SWA Baloch, AN Soomro and GS Gachal ","Studies on the length-weight relationships of a catfish sperata seenghala sykes (Bagridae: Silunriformes) in Inuds Reiver, Sindh Pakistan  ",Sindh University Research Journal (Sci. Ser.),2013,X,45(4),661-664,www.surj.usindh.edu.pk/,
"AA MEMON++,MU R MAREE*,NCHANNA** ",Effect of Equal Current Increment for Computation of Flux Linkage Characteristicson Performance of S R Motor ,Sindh University Research Journal (Sci. Ser.),2013,X, 45 (1),119-122,www.surj.usindh.edu.pk/,
"AAFTAB++, ARMEMON, SFA SHAH, HR MEMON*M U DAHOT** ",Determination of Hydrocarbons and Isolation of Inherent Bacteria from Crude Oil-Contaminated Soil for Ex-Situ Bioremediation ,Sindh University Research Journal (Sci. Ser.),2013,X, 45 (3),476-481(,www.surj.usindh.edu.pk/,
"ANSOOMRO++, HSUZUKI*, MNAGAE*, SMALIK**,WABALOCH ","Habitat use by two Atyid Shrimps Caridina Sakishimensisand Caridina typusin Urabaru stream, Kikai-jima Island ",Sindh University Research Journal (Sci. Ser.),2013,X, 45 (1),49 –52(,www.surj.usindh.edu.pk/,
"ASSOOMRO++,HU ABBASI*, KT PATHAN**, M U R MAREEN**AKANASRO*** ",Identification of Tsunami Hazard Zones in Krabi Coastlines using GIS Techniques   ,Sindh University Research Journal (Sci. Ser.),2013,X, 45 (4),759-764,www.surj.usindh.edu.pk/,
"AWSOLANGI++AGLANJAR,NBALOCH**MULNRAIS*, SAKHUHRO ","Population, Host Preference and Feeding Potential ofChrysoperla Carnea(Stephens) on Different Insect Hosts in Cotton and Mustard Crops",Sindh University Research Journal (Sci. Ser.),2013,X, 45 (2),213-218,www.surj.usindh.edu.pk/,
" BMAL++, NMEMON, MASHAH, NASHAH ","Redescription and New Record of Small Arab Group of Genus Colitis (Lepidoptera: Pieridae) from Jamshoro, Sindh, Pakistan  ",Sindh University Research Journal (Sci. Ser.),2013,X, Vol.45 (2), 357-364,www.surj.usindh.edu.pk/,
" ITANSARI++, ANMEMON, ABGHANGHRO,MASAHITO, NTNAREJO*, JHUMRANI** SKHAN, AMSHAH ",Comparative Study of Physicochemical Properties of Mutant Rice Varieties Cultivated in Sindh  1,Sindh University Research Journal (Sci. Ser.),2013,X, 45 (1),17-20 ,www.surj.usindh.edu.pk/,
"A A CHANDIO, I A KOREJO*, Z U A KHUHRO*, F N MEMON++ ",CloudsBasedSmart Video Transcoding System,Sindh University Research Journal (Sci. Ser.),2013,X,45 (1),123-130,www.surj.usindh.edu.pk/,
"A GSAHITO, SHSOLANGI, PUSMANI, IABROHI, LDNAPARQKHOKHAR ","Sedimentologic studies of Upper sands of Lower Goru Formation based on well cuttings and wirelinelogs from wells of X Field in the subsurface of Sindh Monocline, Southern Indus Basin, Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X, Vol.45 (2) ,341-352,www.surj.usindh.edu.pk/,
"A W SHAIKH++, Z U A KHUHRO, M U R MAREE, AKSOOMRO ",Critical Accelerated Method,Sindh University Research Journal (Sci. Ser.),-2013,X,45 (1):,113-118,www.surj.usindh.edu.pk/,
"KT PATHAN++, N CHANNA**,NH ARIJO*, S MEMON*** ",Architecturefor Sensing Activity Context using Software Sensorsin theContext-AwareService-BasedEnvironments,Sindh University Research Journal (Sci. Ser.),2013,X,45,6-Jan,www.surj.usindh.edu.pk/,
"M Z RAZA, S SOOMRO*,MSEHSAN**, AG MEMON***,MSIDDIQUE ",Implementation of Device Control Technique Using Voice Signal ,Sindh University Research Journal (Sci. Ser.),2013,X,45(4),721-726,www.surj.usindh.edu.pk/,
"MS CHANG++,GS GACHAL*, AH QADRI*, ZKHOWAJA*, MY SHEIKH* ","Populationand conservation statusof Marsh Crocodiles,Crocodilus palustrisinKarachi Zoological Garden, SamzuParkand Khar Center Karachi,Sindh-Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X,45(3),534-541,www.surj.usindh.edu.pk/,
"N H ARIJO++, N CHANNA*, KT PATHAN, S A MEMON,N RAJPER** ",Modelling and Simulating Mobile Service-Oriented Systems ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),75-78,www.surj.usindh.edu.pk/,
"SMAQADRI*,HNAWAZ++,M Y KOONDHAR**, MY HAB*** ",Simulation Based Modified Solution of Aes and Encryption Key Establishment,Sindh University Research Journal (Sci. Ser.),2013,X,45(4),683-688,www.surj.usindh.edu.pk/,
"SNAZAIDI++, IA BROHI*, KRAMZAN**, NAHMED**,FMEHMOOD,AUBROHI* ","Distribution and Hydrocarbon Potential of Datta Sands in Upper Indus Basin, Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),325-332,www.surj.usindh.edu.pk/,
"SANIA QURESHI, ASIF ALI SHAIKH, AND MUHAMMAD SALEEM CHANDIO ",A Newiterative Integrator for Cauchy Problems ,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),628-633,www.surj.usindh.edu.pk/,
"SEHRISH NIZAMANI, KHALIL KHOUMBATI, IMDAD ALI ISMAILI, SAADNIZAMANI ",A Conceptual Framework for ERP Evaluation in Higher Educational Institutes of Pakistan,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),596-607,www.surj.usindh.edu.pk/,
